# ByteBlower CSV results.
# Author: APhillips
# Project name: CMTS_TEST_SCENARIOS
# Project version: 2.22.6
# Test started at Wed Feb 18 17:31:40 MST 2026 till Wed Feb 18 17:32:49 MST 2026
# Test name DS_Classic_Only
# Test type: SCENARIOTEST
# 10.241.0.66:: ByteBlower 4100 - 2.22.6



# IPv4 ByteBlower Port configuration
# ----------------------------------
# Name: 
#     The name of the port
# Group: 
#     The name of the portgroup. Empty if the port doesn't belong to any
# 
#     group.
# MAC: 
#     The configured MAC address of the port.
# IPv4 address: 
#     The IPv4 address of the port.
# Gateway: 
#     The gateway used by the port.
# Netmask: 
#     The netmask used by the port.
# NAT enabled: 
#     Empty when no NAT is expected on the port, Yes for the default
# 
#     automatic NAT discovery or the Name of the configured port mapping.
# VLAN: 
#     The configured VLAN stack
# MTU: 
#     The Maximum Transmit Unit (MTU) of this port Measured in bytes.
# Docked: 
#     Additional information on where the port is docked
# Name, Group, MAC, IPv4 address, Gateway, Netmask, NAT enabled, VLAN, MTU[bytes], Docked
PORT_1_CMTS,,00:ff:bb:d8:00:01,96.34.184.159,96.34.184.158,255.255.255.0,No,No,1500,nontrunk-1 on 10.241.0.66 - 2.22.6    New version available: 2.23.0
PORT_15,,00:ff:bb:67:00:03,96.37.176.26,96.37.176.1,255.255.255.224,No,No,1500,trunk-1-15 on 10.241.0.66 - 2.22.6    New version available: 2.23.0



# Frameblasting configuration info
# --------------------------------
# Flow name: 
#     The name of the flow.
# Flow template: 
#     The name of the configured flow template.
# Start delay: 
#     The configured start-delay of the flow. Measured in ns.
# Interframe gap: 
#     The gap between subsequent frames. Measured in ns.
# Frame size: 
#     The size of the frames in the frametemplate. The value is either
# 
#     amount of bytes in the frame(all frames same size), or the string
# 
#     'mixed'. Measured in bytes.
# Throughput: 
#     The configured throughtput. Measured in bit/s.
# TOS: 
#     The value of the tos byte.
# Flow name, Flow template, Start delay[ns], Interframe gap[ns], Frame size[bytes], Throughput[bit/s], TOS
DS_UDP_FLOW_Port_15,FRAME_BLASTING_1,0,10000000,"1,024",819200.0,0x00


# Frameblasting results table
# ---------------------------
# Flow: 
#     The name of the flow
# Source: 
#     The name of the source ByteBlower port for this flow
# Destination: 
#     The name of the destination ByteBlower port of the flow
# Tx frames: 
#     The total number of transmitted frames
# Rx frames: 
#     The total number of received frames
# Frame loss: 
#     The amount of frames lost during transmission Measured in %.
# Tx bytes: 
#     The total number of received bytes. Soley the frame size is counted.
# 
#     The size of the VLAN headers is removed. Measured in byte.
# Rx bytes: 
#     The total number of received bytes. Soley the frame size is counted.
# 
#     The size of the VLAN headers is removed. Measured in byte.
# Byte loss: 
#     The amount of bytes lost during transmission Measured in %.
# Duration: 
#     The time between the first and last received packet. When no duration
# 
#     can be measured, this column has the value 'N/A'. This will happen if
# 
#     no packet is received. Measured in ns.
# Average throughput: 
#     The average rate of received data over the lifetime of the flow.
# 
#     Measured in bit/s.
# Flow, Source, Destination, Tx frames, Rx frames, Frame loss[%], Tx bytes[byte], Rx bytes[byte], Byte loss[%], Duration[ns], Average throughput[bit/s]
DS_UDP_FLOW_Port_15,PORT_1_CMTS,PORT_15,6000,6000,0.0,6144000,6144000,0.0,60010065890,819062.5901010821


# Out Of Sequence overview results table
# --------------------------------------
# Flow: 
#     The name of the flow
# Source: 
#     The name of the source ByteBlower port for this flow
# Destination: 
#     The name of the destination ByteBlower port of the flow
# Frames Out Of Sequence: 
#     The number of frames received out of sequence
# Flow, Source, Destination, Frames Out Of Sequence
DS_UDP_FLOW_Port_15,PORT_1_CMTS,PORT_15,0


# Latency overview results table
# ------------------------------
# Flow: 
#     The name of the flow
# Source: 
#     The name of the source ByteBlower port for this flow
# Destination: 
#     The name of the destination ByteBlower port of the flow
# Min Latency: 
#     The minimum latency of the received packets Measured in ns.
# Avg Latency: 
#     The average latency of the received packets Measured in ns.
# Max Latency: 
#     The maximum latency of the received packets Measured in ns.
# Jitter: 
#     The jitter of the received packets. This is calculated as the standard
# 
#     deviation of the measured latency Measured in ns.
# Flow, Source, Destination, Min Latency[ns], Avg Latency[ns], Max Latency[ns], Jitter[ns]
DS_UDP_FLOW_Port_15,PORT_1_CMTS,PORT_15,645517,17112604,37768957,5040982


# Frameblasting latency results table
# -----------------------------------
# Flow: 
#     The name of the flow
# Source: 
#     The name of the source ByteBlower port for this flow
# Destination: 
#     The name of the destination ByteBlower port of the flow
# Rx frames: 
#     The total number of frames with latency measurement
# Minimum Latency: 
#     The minimum latency measured over the lifetime of the flow Measured in
# 
#     ns.
# Average Latency: 
#     The average latency measured over the lifetime of the flow Measured in
# 
#     ns.
# Maximum Latency: 
#     The maximum latency measured over the lifetime of the flow. Only
# 
#     actually received packets are counted. Measured in ns.
# Jitter: 
#     The measured jitter of the latency. This is calculated as the standard
# 
#     deviation of the latency samples. Measured in ns.
# Flow, Source, Destination, Rx frames, Minimum Latency[ns], Average Latency[ns], Maximum Latency[ns], Jitter[ns]
DS_UDP_FLOW_Port_15,PORT_1_CMTS,PORT_15,6000,645517,17112604,37768957,5040982


# Frameblasting Out of Sequence results table
# -------------------------------------------
# Flow: 
#     The name of the flow
# Source: 
#     The name of the source ByteBlower port for this flow
# Destination: 
#     The name of the destination ByteBlower port of the flow
# Rx frames: 
#     The total number of frames with latency measurement
# Out of Sequence frames: 
#     The total number of frames out of sequence
# Flow, Source, Destination, Rx frames, Out of Sequence frames
DS_UDP_FLOW_Port_15,PORT_1_CMTS,PORT_15,6000,0


# Wi-Fi Statistics
# ----------------
# Timestamp: 
#     Moment when the Wi-Fi stats were collected
# ByteBlower Port: 
#     Name of the ByteBlower Port where the Wireless Endpoint is docker to.
# Network interface: 
#     Name of the Network interface.
# SSID: 
#     SSID of the connected Wi-Fi AP. Empty in case of no connection.
# BSSID: 
#     BSSID of the connected Wi-Fi AP. Zeroes in case of no connection.
# RSSI: 
#     RSSI of the Wi-Fi signal.
# Timestamp, ByteBlower Port, Network interface, SSID, BSSID, RSSI

# Frameblasting results over time
# -------------------------------
# Flow: 
#     The name of the flow
# Port: 
#     The source port of the flow
# Time: 
#     Timestamp of the snapshot. This timestamp is the start of the
# 
#     snapshot. It is based on unix time Measured in ns.
# Duration: 
#     Duration of the snapshot. Measured in ns.
# Tx Packets: 
#     The number of packets transmitted during the snapshot
# Tx Data: 
#     The amount of data transmitted during the snapshot Measured in Bytes.
# Flow, Port, Time[ns], Duration[ns], Tx Packets, Tx Data[Bytes]
DS_UDP_FLOW_Port_15,PORT_1_CMTS,1771464797000000000,1000000000,83,84992
DS_UDP_FLOW_Port_15,PORT_1_CMTS,1771464798000000000,1000000000,100,102400
DS_UDP_FLOW_Port_15,PORT_1_CMTS,1771464799000000000,1000000000,100,102400
DS_UDP_FLOW_Port_15,PORT_1_CMTS,1771464800000000000,1000000000,100,102400
DS_UDP_FLOW_Port_15,PORT_1_CMTS,1771464801000000000,1000000000,100,102400
DS_UDP_FLOW_Port_15,PORT_1_CMTS,1771464802000000000,1000000000,100,102400
DS_UDP_FLOW_Port_15,PORT_1_CMTS,1771464803000000000,1000000000,100,102400
